TableNameID|TableName|TableDescription
1|Alias|
2|Categories|
3|PartPosition|
10|PartCategory|
11|Parts|
12|PartsDescription|
13|PartsRelationship|
14|PartsToAlias|
15|PartsToUse|
17|Positions|
18|Subcategories|
19|Use|
20|PiesCode|
21|PiesExpiCode|
22|PiesExpiGroup|
23|PiesField|
24|PiesReferenceFieldCode|
25|PiesSegment|
27|CodeMaster|CodeMaster
29|PartsSupersession|
