OldPartTerminologyID|OldPartTerminologyName|NewPartTerminologyID|NewPartTerminologyName|RevDate
1120|Side Window Cover|1328|Window Cover|03/28/2014
1180|Tire Carrier|19121|Spare Tire Carrier|12/23/2013
1252|Wing|10005|Spoiler|03/28/2014
1292|Door Lock Solenoid|14497|Door Lock Actuator Motor|03/28/2014
1424|Trunk Lid Release Solenoid|1424|Deck Lid Release Solenoid|03/28/2014
1644|Spindle Bearing and Seal Kit|17128|Wheel Bearing and Seal Kit|05/30/2014
1676|Brake Bleeder|17728|Brake Bleeder Screw|12/23/2013
2112|Expansion Plug Type Engine Heater|2104|Engine Heater|01/31/2014
2116|Hose Type Engine Heater|2104|Engine Heater|01/31/2014
2124|Pump Type Engine Heater|2104|Engine Heater|01/31/2014
2128|Tank Type Engine Heater|2104|Engine Heater|01/31/2014
2288|CV Joint Half Shaft|18313|CV Axle Assembly|09/26/2014
2597|Manifold Air Pressure Sensor Connector|15786|Manifold Absolute Pressure Sensor Connector|03/28/2014
2924|A.I.R Control Relay|3756|Secondary Air Injection Relay|03/28/2014
2984|Antenna Relay|49454|Power Antenna Relay|03/28/2014
3180|A/C Compressor Relay|3152|A/C Clutch Relay|03/28/2014
3248|Defogger Relay|3432|Rear Window Defroster Relay|03/28/2014
3456|HVAC High Blower Relay|3084|HVAC Blower Relay|03/28/2014
3464|A/C Compressor Hold Relay|3152|A/C Clutch Relay|06/27/2014
3536|Lambda Pulsing Relay|3628|Oxygen Sensor Relay|03/28/2014
3684|Speed Control Relay|3232|Cruise Control Relay|03/28/2014
3776|Soft Ride Control Relay|2952|Active Suspension Relay|03/28/2014
3796|Speed Up Solenoid Relay|10212|Fast Idle Valve Solenoid|03/28/2014
4072|Instrument Cluster Lamp Socket|21404|Instrument Panel Lamp Socket|03/28/2014
4080|Map Lamp Socket|21704|Reading Lamp Socket|03/28/2014
4084|Marker Lamp Socket|4120|Side Marker Lamp Socket|06/27/2014
4100|Parking Lamp Socket|21249|Parking Light Bulb Socket|03/28/2014
4224|Tire Air Pressure Warning Switch|12036|Tire Pressure Monitoring System (TPMS) Sensor|03/28/2014
4332|Defogger Switch|4336|Defroster Switch|03/28/2014
4348|Turn Signal, Dimmer Combo Switch|11754|Combination Switch|03/28/2014
4496|A/C High or Low Side Pressure Switch|4492|HVAC Pressure Switch|03/28/2014
4656|A/C Refrigerant Pressure Switch|4492|HVAC Pressure Switch|03/28/2014
4836|Turn Signal, Warning, Wiper Combo Switch|11754|Combination Switch|03/28/2014
4904|Air Injection Pipe|48081|Secondary Air Injection Pipe|01/31/2014
4908|Air Bypass Valve|22220|Secondary Air Injection Bypass Valve|01/31/2014
4912|Air Check Valve|22222|Secondary Air Injection Check Valve|01/31/2014
4916|Air Control Valve|47491|Secondary Air Injection Control Valve|01/31/2014
4920|Air Pump|22168|Secondary Air Injection Pump|01/31/2014
4928|Anti-Backfire Valve|20767|Deceleration Valve|01/31/2014
4960|EGR Bleed Filter|14420|EGR Valve Filter|01/31/2014
4964|EGR Vacuum Solenoid|4380|EGR Valve Control Solenoid|01/31/2014
4996|Air Pump Filter|48244|Secondary Air Injection Pump Filter|06/27/2014
5072|Air Temperature Sensor|5064|Air Charge Temperature Sensor|01/31/2014
5100|Engine Temperature Sensor|20791|Engine Metal Temperature Indicator Switch|03/28/2014
5312|Engine Cylinder Sleeve|15147|Engine Cylinder Liner|03/28/2014
5448|Engine Push Rod Cover Grommet|5492|Engine Valve Cover Grommet|03/28/2014
5474|Engine Short Block Gasket Set|5404|Engine Gasket Set|03/28/2014
5576|Engine Oil Pump Pickup Tube with Screen|46250|Engine Oil Pump Pickup Tube|03/28/2014
5644|Engine Piston Sleeve Assembly|15147|Engine Cylinder Liner|03/28/2014
5688|Engine Roller Rocker Arm|5656|Engine Rocker Arm|03/28/2014
6344|Air Cleaner Intake Hose|11186|Engine Air Intake Hose|01/31/2014
6520|A/C System Deodorizer|18591|Odor Eliminator|12/23/2013
6880|HVAC Heater Discharge Hose|6892|HVAC Heater Hose|12/23/2013
6932|R134A Refrigerant Oil|6928|Refrigerant Oil|01/31/2014
6952|A/C POA, STV or EPR Valve|6788|A/C Expansion Valve|06/27/2014
6988|R134A Refrigerant|6984|Refrigerant|01/31/2014
7084|Coil Resistor|7052|Ballast Resistor|12/23/2013
7104|Dielectric Compound|48187|Dielectric Grease|12/23/2013
7188|Radio Frequency Interference Condenser|7056|Ignition Capacitor|06/27/2014
7325|Power Steering Suction Hose|7324|Power Steering Return Hose|12/23/2013
7400|Rack and Pinion Short Unit|7388|Rack and Pinion Assembly|12/23/2013
7677|Wheel Lug Nut Lock|18100|Wheel Lock|06/27/2014
7684|Wheel Valve Stem|16822|Tire Valve Stem|12/23/2013
8864|Windshield Wiper Motor Transmission|8856|Windshield Wiper Linkage|01/31/2014
10020|Radio|21567|Radio Control Unit|03/28/2014
10047|Radio and CD Player|21567|Radio Control Unit|03/28/2014
10048|Radio and Tape Player|21567|Radio Control Unit|03/28/2014
10049|Radio, Tape and CD Player|21567|Radio Control Unit|03/28/2014
10071|Engine and Bearing Assembly Lubricant|12136|Assembly Lubricant|01/31/2014
10074|Engine ReMain Kit|5316|Engine Rebuild Kit|03/28/2014
10082|Battery Cable Butt Connector|20744|Battery Cable Connector|12/23/2013
10103|Copper Lug|10100|Electrical Wiring Lug|03/28/2014
10122|Flex Guard|20908|Wire Sheathing|03/28/2014
10134|Bulk Trailer Cable|20760|Bulk Cable|06/27/2014
10137|Wire Loom|17294|Wire Conduit|03/28/2014
10164|Rough Service Bulb|19450|Worklight Bulb|01/31/2014
10183|Mass Air Flow Connector|15788|Mass Air Flow Sensor Connector|03/28/2014
10192|Air Injection Valve|47491|Secondary Air Injection Control Valve|01/31/2014
10193|Air Management Valve|47491|Secondary Air Injection Control Valve|01/31/2014
10221|Air Pump Relay|3756|Secondary Air Injection Relay|03/28/2014
10273|Spark Plug Rubber Cap|10153|Spark Plug Boot|12/23/2013
10274|Spark Plug Connector, Non-resistor|13324|Spark Plug Connector|12/23/2013
10279|ABS Differential Speed Sensor|10634|Vehicle Speed Sensor|12/23/2013
10280|ABS Transmission Speed Sensor|10634|Vehicle Speed Sensor|12/23/2013
10283|Disc Brake Pad Electronic Wear Sensor|1920|Disc Brake Pad Wear Sensor|12/23/2013
10287|Drum Brake Adjusting Strut Assembly|10285|Drum Brake Adjusting Screw Assembly|12/23/2013
10307|Engine Cylinder Sleeve Sealing Ring|16436|Engine Cylinder Liner O-Ring|03/28/2014
10332|Headlamp Retainer|16372|Headlight Retainer|05/30/2014
10377|Oil Change Reset Switch Connector|15844|Service Interval Reset Switch Connector|03/28/2014
10384|Tape Player Connector|15942|Radio Connector|03/28/2014
10392|Engine Kit Gasket Set|5404|Engine Gasket Set|03/28/2014
10414|Lateral Link|10485|Lateral Arm|12/23/2013
10415|Torque Arm Bushing|10211|Radius Arm Bushing|12/23/2013
10425|Engine Push Rod Cover Gasket Set|5500|Engine Valve Cover Gasket Set|03/28/2014
10429|Engine Cylinder Head Installation Gasket Set|5416|Engine Cylinder Head Gasket Set|03/28/2014
10472|Engine Piston w/Rings|5620|Engine Piston|03/28/2014
10484|Suspension Radius Arm W/Ball Joint|10454|Radius Arm and Ball Joint|12/23/2013
10503|Axle Pinion Pilot Race|13960|Differential Pinion Pilot Race|06/27/2014
10545|Climate Control Computer|47959|HVAC Control Module|12/23/2013
10559|Manual Trans 2nd Speed Gear Bearing|14202|Manual Trans Bearing|01/31/2014
10560|Manual Trans 3rd Speed Gear Bearing|14202|Manual Trans Bearing|01/31/2014
10561|Manual Trans 4th Speed Gear Bearing|14202|Manual Trans Bearing|01/31/2014
10568|Manual Trans Output Shaft 1st Speed Gear Bearing|48162|Manual Trans Output Gear Bearing|01/31/2014
10569|Manual Trans Output Shaft 2nd Speed Gear Bearing|48162|Manual Trans Output Gear Bearing|01/31/2014
10570|Manual Trans Output Shaft 3rd Speed Gear Bearing|48162|Manual Trans Output Gear Bearing|01/31/2014
10571|Manual Trans Output Shaft 5th Speed Gear Bearing|48162|Manual Trans Output Gear Bearing|01/31/2014
10614|Drum Brake Change Over Kit|15398|Brake Conversion Kit|12/23/2013
10624|Fuel Injection Pump Belt|8900|Accessory Drive Belt|11/14/2014
10682|Fuel Separator|6216|Fuel Water Separator Filter|01/31/2014
10704|Engine Crank Angle Sensor|7196|Engine Crankshaft Position Sensor|12/23/2013
10752|Accessory Drive Control Module|10543|Engine Control Module|01/31/2014
10759|Brake Bar|10715|Parking Brake Strut|12/23/2013
10768|Ride Height Switch|47176|Suspension Ride Height Switch|03/28/2014
10777|Intake Manifold Tuning Valve|10776|Intake Manifold Runner Control Valve|03/28/2014
10780|Powertrain Control Module|10543|Engine Control Module|01/31/2014
10793|Windshield Wiper/Washer Control Unit|17720|Windshield Wiper Control Module|01/31/2014
10796|Truck Bed Protector|1008|Truck Bed Liner|06/27/2014
10800|DOT 3 Brake Fluid|11389|Brake Fluid|01/31/2014
10801|Silicone Brake Lubricant|10802|Brake Lubricant|01/31/2014
10811|Defogger Switch Connector|15828|Rear Window Defroster Switch Connector|03/28/2014
10874|ABS Jumper Key|10855|ABS Diagnostic Connector Jumper Key|01/31/2014
10880|Storage Cabinet with Drawer|10879|Storage Cabinet|01/31/2014
10909|Suspension Control Arm Strut|10407|Suspension Control Arm Link|12/23/2013
10924|Suspension Panhard Rod Bushing|14921|Suspension Track Bar Bushing|12/23/2013
10927|Suspension Self-Leveling Sensor|17137|Suspension Ride Height Sensor|09/26/2014
10947|Suspension Torque Arm|7480|Radius Arm|12/23/2013
10955|Wheel Lug Nut Lock Set|16214|Wheel Lock Set|06/27/2014
11016|Clutch Cable Pin|11014|Clutch Cable Clevis Pin|01/31/2014
11095|Washer Fluid Level Sensor Grommet|48417|Washer Fluid Level Sensor Seal|01/31/2014
11099|Windshield Washer Fluid Reservoir Pickup Tube|16646|Washer Fluid Reservoir Filler Pipe|01/31/2014
11102|Windshield Washer Hose L Connector|11103|Windshield Washer Hose Connector|01/31/2014
11115|Exhaust Tail Pipe Hanger|5844|Exhaust System Hanger|12/23/2013
11252|Supercharger Belt|8900|Accessory Drive Belt|11/14/2014
11272|A/C Pressostat|4492|HVAC Pressure Switch|06/27/2014
11290|A/C Control Module|47959|HVAC Control Module|12/23/2013
11337|Ignition Breaker Points|7096|Ignition Contact Set|12/23/2013
11338|Ignition Cassette|18411|Ignition Coil Assembly|12/23/2013
11344|Ignition Suppressor Cover|11345|Ignition Suppressor Housing|12/23/2013
11391|Disc Brake Caliper Slide Lube|10802|Brake Lubricant|01/31/2014
11494|Trunk Lid Seal|12279|Deck Lid Seal|03/28/2014
11503|ABS Cable Bracket|46533|ABS Wheel Speed Sensor Wire Harness Bracket|12/23/2013
11504|ABS Cable Harness|14002|ABS Wheel Speed Sensor Wire Harness|12/23/2013
11665|Distributor Drive Belt|8900|Accessory Drive Belt|11/14/2014
11726|Tail Light Lens Assembly|2864|Tail Light|09/26/2014
11748|A/C Low Pressure Switch|4492|HVAC Pressure Switch|03/28/2014
11803|Altitude Sensor|5076|Barometric Pressure Sensor|01/31/2014
11806|Oxygen Sensor Nut|16855|Oxygen Sensor Bung|01/31/2014
11807|Bimetallic Valve|16165|Vacuum Switching Valve|01/31/2014
11809|Vacuum 3/2 Way Valve|16165|Vacuum Switching Valve|01/31/2014
11828|Engine Crankshaft Thrust Bearing|10304|Engine Crankshaft Thrust Washer|03/28/2014
11829|Engine Crankshaft Thrust Bearing Set|10305|Engine Crankshaft Thrust Washer Set|03/28/2014
11837|Engine Intake Boot|11186|Engine Air Intake Hose|03/28/2014
11950|Engine Sealing Compound|11959|Engine Sealant|03/28/2014
12035|Remote Tire Pressure Monitor|19354|Tire Pressure Monitoring System (TPMS) Control Unit|03/28/2014
12041|CV Joint Axle Shaft|12043|CV Axle Shaft|05/30/2014
12089|Electronic Brake Bleeder for Teves MK IV ABS|10867|Brake Bleeder Tool|01/31/2014
12115|ABS Cable|14002|ABS Wheel Speed Sensor Wire Harness|12/23/2013
12121|Bumper Cover Panel|1344|Bumper Cover|03/28/2014
12124|A/C Compressor Schrader Valve Cap|16845|A/C System Valve Core|12/23/2013
12143|Hi-Tack Stick Kit|16794|Gasket Sealant|01/31/2014
12156|Air Cleaner Buffer Cap|47101|Air Filter Housing Grommet|01/31/2014
12222|Bumper Cover Fog Light Trim|12483|Fog Light Trim|03/28/2014
12237|Bumper Protection Foam|12231|Bumper Impact Absorber|06/27/2014
12249|Climate Control Servo|11283|HVAC Servo|12/23/2013
12250|Climate Control Vacuum Valve|47962|HVAC Control Vacuum Control Valve|12/23/2013
12271|Convertible Top Glass|12740|Convertible Top Window|03/28/2014
12320|EGR Return Valve|13839|EGR Valve Control Valve|01/31/2014
12324|Engine Camshaft Cover|5772|Engine Valve Cover|03/28/2014
12359|Engine Cylinder Head Cover Mount|11877|Engine Valve Cover Mount|03/28/2014
12394|Air Pump Connecting Pipe|48081|Secondary Air Injection Pipe|06/27/2014
12400|Windshield Washer Siphon Cap|11097|Washer Fluid Reservoir Cap|01/31/2014
12417|Water Accumulator Gasket|48454|Engine Coolant Manifold Gasket|03/28/2014
12520|Trunk Lid|12679|Deck Lid|03/28/2014
12564|Grille Wall|1384|Grille|03/28/2014
12596|Hood Rest|11454|Hood Stop Buffer|03/28/2014
12622|Latex / Nitrile Gloves|18303|Disposable Gloves|01/31/2014
12660|Power Steering Pressure Hose Fitting|7920|Power Steering Pressure Line End Fitting|12/23/2013
12687|Seat Back Release Handle|13636|Seat Back Recliner Adjustment Handle|03/28/2014
12726|Suspension Monoball Strut Mount Kit|7568|Suspension Shock / Strut Mount Kit|12/23/2013
12727|Suspension Monoball Shock Mount Kit|7568|Suspension Shock / Strut Mount Kit|12/23/2013
12742|Engine Air Duct|11186|Engine Air Intake Hose|03/28/2014
12746|Fuel Pump and Level Sensor Module|10147|Fuel Pump Module Assembly|03/28/2014
12921|Exhaust Tail Pipe Hanger Bracket|11916|Exhaust System Hanger Bracket|12/23/2013
12953|Hood Lock Assembly|12591|Hood Lock|03/28/2014
12963|Lambda Idle Sensor|5132|Oxygen Sensor|03/28/2014
13051|Radio Low Frequency Amplifier Connector|15822|Radio Amplifier Connector|03/28/2014
13110|Comfort Control Unit|2888|Body Control Module|03/28/2014
13201|Exhaust Tail Pipe Chrome Tip Set|14908|Exhaust Tail Pipe Tip Set|12/23/2013
13237|Suspension Strut Mount Reinforcement Gasket|13001|Suspension Shock / Strut Mount Gasket|12/23/2013
13251|Wheel Valve Stem Set|49361|Tire Valve Stem Set|12/23/2013
13256|Door Lock Operating Cable|13709|Door Latch Cable|03/28/2014
13257|Door Lock Vacuum Actuator|18830|Door Lock Actuator|03/28/2014
13266|ABS Differential Speed Sensor Seal|13351|Vehicle Speed Sensor Seal|12/23/2013
13282|Fender Grille|17084|Fender Insert|03/28/2014
13311|HVAC Interior Temperature Sensor|14376|Cabin Air Temperature Sensor|12/23/2013
13381|Marker Light Fuse|50247|Side Marker Lamp Fuse|06/27/2014
13529|Automatic Belt Tensioner Assembly|8920|Drive Belt Tensioner Assembly|03/28/2014
13537|G Force Sensor|48643|Accelerometer|11/14/2014
13542|ABS Proportioning Valve|1888|Brake Proportioning Valve|12/23/2013
13607|Fender Trim|12415|Wheel Arch Trim|03/28/2014
13620|Universal Refrigerant Oil|6928|Refrigerant Oil|01/31/2014
13647|Panhard Rod|7500|Suspension Track Bar|12/23/2013
13794|Clutch Slave Cylinder Bleeder Cap|13764|Clutch Slave Cylinder Bleeder Valve Cap|01/31/2014
13865|Exhaust Tailpipe - Stainless Steel Tip|10023|Exhaust Tail Pipe|11/14/2014
13872|Exhaust Muffler Silencer Stainless Steel|20259|Exhaust Silencer Insert|12/23/2013
13890|Transfer Case Seal & Bearing Kit|8248|Transfer Case Bearing and Seal Overhaul Kit|12/23/2013
13965|Seat Installation Bracket|14935|Seat Mounting Bracket|03/28/2014
14001|Wheel Bearing Module|14999|Wheel Bearing and Hub Assembly|05/30/2014
14003|Battery Cable Negative|2500|Battery Cable|12/23/2013
14004|Battery Cable Positive|2500|Battery Cable|12/23/2013
14008|Engine Piston Set w/Rings|10072|Engine Piston Kit|03/28/2014
14030|Alternator Pulley and Engine Crankshaft Pulley Set|14062|Accessory Drive Pulley Set|12/23/2013
14031|Alternator Pulley, Engine Crankshaft Pulley and Engine Water Pump Pulley Set|14062|Accessory Drive Pulley Set|12/23/2013
14052|Differential Pilot Pinion Bearing|2268|Differential Pinion Pilot Bearing|05/30/2014
14054|Alternator Pulley and Engine Water Pump Pulley Set|14062|Accessory Drive Pulley Set|12/23/2013
14055|Alternator Pulley, Engine Crankshaft Pulley and Engine Accessory Pulley Set|14062|Accessory Drive Pulley Set|12/23/2013
14057|Alternator Pulley, Crankshaft Pulley, Power Steering Pulley and Water Pump Pulley Set|14062|Accessory Drive Pulley Set|12/23/2013
14059|Alternator Pulley, Power Steering, Water Pump Pulley and Engine Eccentric Set|14062|Accessory Drive Pulley Set|12/23/2013
14060|Alternator Pulley, Engine Crankshaft Pulley and Power Steering Pump Pulley Set|14062|Accessory Drive Pulley Set|12/23/2013
14061|Alternator Pulley, Power Steering Pump Pulley and Engine Eccentric Pulley Set|14062|Accessory Drive Pulley Set|12/23/2013
14063|Engine Crankshaft Pulley and Power Steering Pulley Set|14062|Accessory Drive Pulley Set|12/23/2013
14064|Engine Crankshaft Pulley and Engine Water Pump Pulley Set|14062|Accessory Drive Pulley Set|12/23/2013
14065|Alternator Pulley, Engine Crankshaft Pulley and Idler Pump Pulley Set|14062|Accessory Drive Pulley Set|12/23/2013
14131|Engine Long Block Gasket Set|5404|Engine Gasket Set|03/28/2014
14144|Floor Hump Guard|1300|Floor Mat|03/28/2014
14146|Engine Crankcase Breather Filter|4932|Engine Crankcase Breather Element|01/31/2014
14147|Floor Console|10004|Center Console|03/28/2014
14181|Clutch Bushing Bearing|2008|Clutch Pilot Bushing|06/27/2014
14276|Door Sill Protector|1032|Door Sill Plate|03/28/2014
14332|Accessory Drive Belt Idler Bearing|5216|Drive Belt Idler Pulley Bearing|03/28/2014
14421|EGR Valve Vacuum Switch|4380|EGR Valve Control Solenoid|01/31/2014
14465|Parking Brake Lever Strut|10715|Parking Brake Strut|12/23/2013
14466|Parking Brake Lever Strut Spring|10716|Parking Brake Strut Spring|12/23/2013
14504|Tire Pressure Monitoring System (TPMS) Valve Cap|48427|Tire Pressure Monitoring System (TPMS) Valve Stem Cap|12/23/2013
14511|Neck Restraint|15267|Head and Neck Restraint|01/31/2014
14618|A/C Wire Harness|48046|HVAC Wiring Harness|03/28/2014
14659|CB Radio|14300|Two-Way Radio|06/27/2014
14858|Disc Brake Backing Plate|1628|Brake Backing Plate|12/23/2013
14860|Disc Brake Bleeder Screw|17728|Brake Bleeder Screw|12/23/2013
14861|Disc Brake Bleeder Screw Cap|11508|Brake Bleeder Screw Cap|12/23/2013
14864|Drum Brake Return Spring|10854|Drum Brake Shoe Return Spring|12/23/2013
14914|Body Header Mounting Panel|15228|Body Header Panel|03/28/2014
14957|Accessory Drive Belt Tensioner Bracket|11662|Belt Tensioner Bracket|03/28/2014
15027|Side Trim Bezel|17102|Side Marker Light Bezel|03/28/2014
15065|Steering Column Shroud|14112|Steering Column Cover|12/23/2013
15098|Copper Tubing|10173|Tubing|06/27/2014
15126|Engine Smog Pump Bearing|17710|Secondary Air Injection Pump Bearing|03/28/2014
15201|Engine Performance Full Gasket Set|5404|Engine Gasket Set|03/28/2014
15219|Manual Trans 5th Speed Gear Bearing|14202|Manual Trans Bearing|01/31/2014
15282|Rev Limiter|7165|Engine Ignition RPM Governor|12/23/2013
15290|Tire Bleeder|14689|Tire Deflator|01/31/2014
15313|Chromoly Tubing|10173|Tubing|01/31/2014
15320|ABS Wheel Hub Sensor|1912|ABS Wheel Speed Sensor|12/23/2013
15360|Electric Portable Cooler|18841|Portable Cooler|01/31/2014
15376|Neon Lighting Kit|17942|Underbody Light Kit|03/28/2014
15378|DVR Player|14296|Media Player|03/28/2014
15384|Subwoofer|1319|Speaker|03/28/2014
15465|Engine Crankcase Regulating Valve|5052|PCV Valve|01/31/2014
15478|Disc Brake Caliper Guide Pin Clip Retainer|14341|Disc Brake Guide Pin Retaining Clip|06/27/2014
15490|ABS Transfer Case Speed Sensor|10634|Vehicle Speed Sensor|12/23/2013
15519|Distributor Contacter|7096|Ignition Contact Set|12/23/2013
15583|Drum Brake Wheel Cylinder Bleeder Screw|17728|Brake Bleeder Screw|12/23/2013
15605|Spark Plug Wire Separator|12699|Spark Plug Wire Holder|12/23/2013
15620|Manual Trans Reverse Gear Bearing|15215|Manual Trans Gear Bearing|01/31/2014
15629|A/C High Side Pressure Switch Connector|17579|HVAC Pressure Switch Connector|03/28/2014
15630|A/C Pressure Cutoff Switch Connector|17579|HVAC Pressure Switch Connector|03/28/2014
15643|Air Suspension Sensor Connector|19613|Suspension Ride Height Sensor Connector|09/26/2014
15646|All Wheel Drive Clutch Relay Connector|15866|AWD Control Relay Connector|09/26/2014
15676|Crash Sensor Connector|50452|Air Bag Impact Sensor Connector|11/14/2014
15725|Multi Function Switch Connector|49440|Combination Switch Connector|03/28/2014
15732|Distributor HEI Advance Curve Kit|50176|Distributor Advance Curve Kit|06/27/2014
15787|Map Lamp Connector|10830|Reading Lamp Connector|03/28/2014
15794|Moon Roof/ Sun Roof Switch Connector|15989|Sunroof Switch Connector|03/28/2014
15817|PRNDL Indicator Lamp Connector|50453|Auto Trans Shift Indicator Connector|11/14/2014
15848|Speed Control Actuator Connector|47416|Cruise Control Actuator Connector|03/28/2014
15849|Speed Control Deactivation Switch Connector|50594|Cruise Control Cutout Switch Connector|11/14/2014
15850|Speed Control Switch Connector|10810|Cruise Control Switch Connector|03/28/2014
15863|Tire Pressure Module Connector|19620|Tire Pressure Monitoring System (TPMS) Control Unit Connector|03/28/2014
15879|Tweeter Speaker Connector|2616|Speaker Connector|09/26/2014
15899|Auxiliary A/C Control Connector|21322|HVAC Control Connector|03/28/2014
15917|Gear Shift Select / Neutral Safety Switch Connector|48066|Park / Neutral Position Switch Relay|03/28/2014
15945|Reverse Park Aid Module Connector|15801|Parking Aid Module Connector|03/28/2014
15946|Reverse Park Aid Sensor Connector|15802|Parking Aid Sensor Connector|03/28/2014
15947|Reverse Park Aid Speaker Connector|15803|Parking Aid Speaker Connector|03/28/2014
15948|Reverse Park Aid Switch Connector|15804|Parking Aid Switch Connector|03/28/2014
15961|Tire Pressure Monitoring System (TPMS) Sensor Universal Band|14032|Tire Pressure Monitoring System (TPMS) Sensor Mounting Band|12/23/2013
15995|Side Marker / Back Up Lamp Assembly|15994|Side Marker / Back Up Light Assembly|03/28/2014
16000|Oil Absorbent Mat|18408|Multi Purpose Absorbent Sock|01/31/2014
16002|Tire Pressure Monitoring System (TPMS) Sensor Universal Clip|15960|Tire Pressure Monitoring System (TPMS) Sensor Clip|12/23/2013
16025|A/C Receiver Drier Plug|6736|A/C Receiver Drier Fuse Plug|12/23/2013
16060|Fuel Vapor Pressure Sensor|19356|Evaporative Emissions System Pressure Sensor|01/31/2014
16064|Spherical Bearing|21574|Bearings|11/14/2014
16068|Trunk Lid Emblem|16075|Deck Lid Emblem|03/28/2014
16159|Alternator Air Boot|19736|Alternator Air Duct|12/23/2013
16163|Engine Mount Damper|11873|Engine Torque Damper|03/28/2014
16180|Hood Release Mechanism|17972|Hood Latch|03/28/2014
16213|Wheel Lug Bolt Lock Set|16214|Wheel Lock Set|06/27/2014
16235|Engine Camshaft Timing Adjuster|12468|Engine Variable Timing Adjuster|03/28/2014
16326|Drum Brake Wheel Cylinder Pivot Pin|21466|Drum Brake Pivot Pin|12/23/2013
16339|Fuel Injection Pressure Accumulator|6120|Fuel Injection Pressure Damper|03/28/2014
16455|Spoiler Base Seal|47034|Spoiler Gasket|03/28/2014
16460|Suspension Drop Arm Ball Joint Kit|10893|Suspension Ball Joint Kit|06/27/2014
16483|Defroster Switch Bulb|48443|Window Defroster Switch Indicator Bulb|03/28/2014
16506|Passive Suspension Conversion Kit|18561|Active to Passive Suspension Conversion Kit|12/23/2013
16522|Electronic Shock Absorber Controller|13590|Active Suspension Control Module|06/27/2014
16606|EGR Solenoid Valve|4380|EGR Valve Control Solenoid|01/31/2014
16608|Wideband Oxygen Sensor|10328|Air / Fuel Ratio Sensor|01/31/2014
16632|Intake Manifold Tuning Valve Gasket|49639|Intake Manifold Runner Control Valve Gasket|06/27/2014
16696|Engine Cylinder Spacer|5420|Engine Cylinder Head Spacer Shim|03/28/2014
16697|Engine Timing Chain Kit with Water Pump|11919|Engine Timing Chain Kit|03/28/2014
16721|EGR Change Over Valve|4380|EGR Valve Control Solenoid|01/31/2014
16722|EGR Pressure Converter Valve|4380|EGR Valve Control Solenoid|01/31/2014
16724|Vacuum Suction Pump Hose|11798|PCV Valve Hose|01/31/2014
16779|Suspension Control Arm Strut Bushing|18708|Suspension Control Arm Link Bushing|12/23/2013
16792|Driving Light / Fog Light Bulb|11696|Fog Light Bulb|03/28/2014
16799|Suspension Spring Eye Bushing|7488|Leaf Spring Bushing|12/23/2013
16801|Wheel Bearing Seal|10507|Wheel Seal|05/30/2014
16806|Suspension Spring Bushing|7488|Leaf Spring Bushing|12/23/2013
16808|Power Steering Additive Kit|18772|Power Steering Fluid Additive|01/31/2014
16833|Tire Valve Stem Tool|16932|Tire Valve Stem Fishing Tool|01/31/2014
16849|CVT Fluid|11387|Auto Trans Fluid|06/27/2014
16897|Tire Buffing Tool|16894|Tire Buffer|01/31/2014
16911|Tire Paint Stick|16900|Tire Marking Crayon|01/31/2014
16920|Tire Repair Cabinet with Product Assortment|16919|Tire Repair Cabinet|01/31/2014
16927|Tire Sidewall Brush|16899|Tire Cleaning Brush|01/31/2014
16990|Suspension Lateral Arm|10485|Lateral Arm|12/23/2013
17002|Climate Control Module|47959|HVAC Control Module|12/23/2013
17044|Spring Hangar Lowering Kit/Spring Shackle Lowering Kit|17042|Leaf Spring Lowering Kit|12/23/2013
17046|Spring Shackle Lowering Kit/Leaf Spring Lowering Kit|17042|Leaf Spring Lowering Kit|12/23/2013
17072|Bumper Energy Absorber|12231|Bumper Impact Absorber|03/28/2014
17104|Tailgate Access Cover|17802|Tailgate Gap Cover|03/28/2014
17114|Ratchet|19877|Ratchet Wrench|01/31/2014
17127|Wheel Seal and Bearing Kit|17128|Wheel Bearing and Seal Kit|05/30/2014
17136|Engine Timing Belt Kit with Water Pump and Seals|48566|Engine Timing Belt Kit|03/28/2014
17138|Spark Plug Wire Set Cut To Fit|7228|Spark Plug Wire Set|12/23/2013
17149|Engine Push Rod Cover Grommet Set|17145|Engine Valve Cover Grommet Set|03/28/2014
17167|Steel Fuel Line Repair Tech Tray|17160|Fuel Line Repair Assortment|01/31/2014
17170|Transmission Repair Line|17623|Transmission Line Repair Kit|01/31/2014
17176|Fender Cladding Assembly|1036|Fender Flare|03/28/2014
17179|Wheel Bearing Module Kit|14999|Wheel Bearing and Hub Assembly|05/30/2014
17277|Brake Fitting Tech Tray|20440|Brake Fitting Assortment|12/23/2013
17280|Brake Line Tee|1824|Brake Hydraulic Tee|12/23/2013
17297|Engine Camshaft Synchronizer Alignment Kit|19163|Camshaft Synchronizer Alignment Tool Kit|03/28/2014
17300|Metric Class 8 Hardware Value Pack|48638|Hardware Assortment|03/28/2014
17301|O-Ring Tech Tray|18886|O-Ring Assortment|03/28/2014
17309|USS Grade 5 Standard Hardware Value Pack|48638|Hardware Assortment|03/28/2014
17315|Supercharger Cut-Off Valve|18578|Supercharger Bypass Valve|03/28/2014
17321|Brake Anti-Squeal Aerosol|11388|Brake Anti-Squeal|01/31/2014
17369|Spring Center Bolt|14975|Leaf Spring Center Bolt|03/28/2014
