PIESReferenceFieldCodeId|PIESFieldId|PIESCodeId|PIESExpiCodeId|ReferenceNotes
2508|89|760|31|
2509|64|760|30|
2510|65|760|29|
2511|91|752|33|
2512|90|752|32|
2513|89|752|31|
2514|64|752|30|
2515|65|752|29|
2516|91|753|33|
2517|90|753|32|
2518|89|753|31|
2519|64|753|30|
2520|65|753|29|
2521|91|755|33|
2522|90|755|32|
2523|89|755|31|
2524|64|755|30|
2525|65|755|29|
2526|91|748|33|
2527|90|748|32|
2528|89|748|31|
2529|64|748|30|
2530|65|748|29|
2531|91|749|33|
2532|90|749|32|
2533|89|749|31|
2534|64|749|30|
2535|65|749|29|
2536|91|750|33|
2537|90|750|32|
2538|89|750|31|
2539|64|750|30|
2540|65|750|29|
2541|91|751|33|
2542|90|751|32|
2543|89|751|31|
2544|64|751|30|
2545|65|751|29|
2546|91|747|33|
2547|90|747|32|
2548|89|747|31|
2549|64|747|30|
2550|65|747|29|
2551|91|746|33|
2552|90|746|32|
2553|89|746|31|
2554|64|746|30|
2555|65|746|29|
2556|91|742|33|
2557|90|742|32|
2558|89|742|31|
2559|64|742|30|
2560|65|742|29|
2561|91|743|33|
2562|90|743|32|
2563|89|743|31|
2564|64|743|30|
2565|65|743|29|
2566|91|744|33|
2567|90|744|32|
2568|89|744|31|
2569|64|744|30|
2570|65|744|29|
2571|91|745|33|
2572|90|745|32|
2573|89|745|31|
2574|64|745|30|
2575|65|745|29|
2576|91|738|33|
2577|90|738|32|
2578|89|738|31|
2579|64|738|30|
2580|65|738|29|
2581|91|739|33|
2582|90|739|32|
2583|89|739|31|
2584|64|739|30|
2585|65|739|29|
2586|91|741|33|
2587|90|741|32|
2588|89|741|31|
2589|64|741|30|
2590|65|741|29|
2591|91|735|33|
2592|90|735|32|
2593|89|735|31|
2594|64|735|30|
2595|65|735|29|
2596|91|736|33|
2597|90|736|32|
2598|89|736|31|
2599|64|736|30|
2600|65|736|29|
2601|91|737|33|
2602|90|737|32|
2603|89|737|31|
2604|64|737|30|
2605|65|737|29|
2606|91|731|33|
2607|90|731|32|
2608|89|731|31|
2609|64|731|30|
2610|65|731|29|
2611|91|732|33|
2612|90|732|32|
2613|89|732|31|
2614|64|732|30|
2615|65|732|29|
2616|91|733|33|
2617|90|733|32|
2618|89|733|31|
2619|64|733|30|
2620|65|733|29|
2621|91|734|33|
2622|90|734|32|
2623|89|734|31|
2624|64|734|30|
2625|65|734|29|
2626|91|727|33|
2627|90|727|32|
2628|89|727|31|
2629|64|727|30|
2630|65|727|29|
2631|91|728|33|
2632|90|728|32|
2633|89|728|31|
2634|64|728|30|
2635|65|728|29|
2636|91|586|33|
2637|90|586|32|
2638|89|586|31|
2639|64|586|30|
2640|65|586|29|
2641|91|730|33|
2642|90|730|32|
2643|89|730|31|
2644|64|730|30|
2645|65|730|29|
2646|91|723|33|
2647|90|723|32|
2648|89|723|31|
2649|64|723|30|
2650|65|723|29|
2651|91|724|33|
2652|90|724|32|
2653|89|724|31|
2654|64|724|30|
2655|65|724|29|
2656|91|725|33|
2657|90|725|32|
2658|89|725|31|
2659|64|725|30|
2660|65|725|29|
2661|91|726|33|
2662|90|726|32|
2663|89|726|31|
2664|64|726|30|
2665|65|726|29|
2666|91|720|33|
2667|90|720|32|
2668|89|720|31|
2669|64|720|30|
2670|65|720|29|
2671|91|721|33|
2672|90|721|32|
2673|89|721|31|
2674|64|721|30|
2675|65|721|29|
2676|91|722|33|
2677|90|722|32|
2678|89|722|31|
2679|64|722|30|
2680|65|722|29|
2681|91|716|33|
2682|90|716|32|
2683|89|716|31|
2684|64|716|30|
2685|65|716|29|
2686|91|717|33|
2687|90|717|32|
2688|89|717|31|
2689|64|717|30|
2690|65|717|29|
2691|91|718|33|
2692|90|718|32|
2693|89|718|31|
2694|64|718|30|
2695|65|718|29|
2696|91|719|33|
2697|90|719|32|
2698|89|719|31|
2699|64|719|30|
2700|65|719|29|
2701|91|712|33|
2702|90|712|32|
2703|89|712|31|
2704|64|712|30|
2705|65|712|29|
2706|91|713|33|
2707|90|713|32|
2708|89|713|31|
2709|64|713|30|
2710|65|713|29|
2711|91|714|33|
2712|90|714|32|
2713|89|714|31|
2714|64|714|30|
2715|65|714|29|
2716|91|715|33|
2717|90|715|32|
2718|89|715|31|
2719|64|715|30|
2720|65|715|29|
2721|89|711|31|
2722|91|709|33|
2723|90|709|32|
2724|89|709|31|
2725|64|709|30|
2726|65|709|29|
2727|91|710|33|
2728|90|710|32|
2729|89|710|31|
2730|64|710|30|
2731|65|710|29|
2732|91|711|33|
2733|90|711|32|
2734|64|711|30|
2735|65|711|29|
2736|91|706|33|
2737|90|706|32|
2738|89|706|31|
2739|64|706|30|
2740|65|706|29|
2741|91|707|33|
2742|90|707|32|
2743|89|707|31|
2744|64|707|30|
2745|65|707|29|
2746|91|708|33|
2747|90|708|32|
2748|89|708|31|
2749|64|708|30|
2750|65|708|29|
2751|91|703|33|
2752|90|703|32|
2753|89|703|31|
2754|64|703|30|
2755|65|703|29|
2756|91|704|33|
2757|90|704|32|
2758|89|704|31|
2759|64|704|30|
2760|65|704|29|
2761|91|705|33|
2762|90|705|32|
2763|89|705|31|
2764|64|705|30|
2765|65|705|29|
2766|91|701|33|
2767|90|701|32|
2768|89|701|31|
2769|64|701|30|
2770|65|701|29|
2771|91|702|33|
2772|90|702|32|
2773|89|702|31|
2774|64|702|30|
2775|65|702|29|
2776|91|699|33|
2777|90|699|32|
2778|89|699|31|
2779|64|699|30|
2780|65|699|29|
2781|91|700|33|
2782|90|700|32|
2783|89|700|31|
2784|64|700|30|
2785|65|700|29|
2786|91|696|33|
2787|90|696|32|
2788|89|696|31|
2789|64|696|30|
2790|65|696|29|
2791|91|697|33|
2792|90|697|32|
2793|89|697|31|
2794|64|697|30|
2795|65|697|29|
2796|91|698|33|
2797|90|698|32|
2798|89|698|31|
2799|64|698|30|
2800|65|698|29|
2801|91|740|33|
2802|90|740|32|
2803|89|740|31|
2804|64|740|30|
2805|65|740|29|
2806|91|754|33|
2807|90|754|32|
2808|89|754|31|
2809|64|754|30|
2810|65|754|29|
2811|91|771|33|
2812|90|771|32|
2813|89|771|31|
2814|64|771|30|
2815|65|771|29|
2816|64|659|30|
2817|1|772||The file being sent is test file for testing purposes only.
2818|20|653||
2819|112|653||
2820|35|653||
2821|112|590||
2822|35|590||
2823|20|590||
2824|91|590|33|
2825|90|590|32|
2826|89|590|31|
2827|64|590|30|
2828|65|590|29|
2829|112|589||
2830|35|589||
2831|20|589||
2832|91|589|33|
2833|89|589|31|
2834|90|589|32|
2835|64|589|30|
2836|65|589|29|
2837|112|587||
2838|35|587||
2839|20|587||
2840|91|587|33|
2841|90|587|32|
2842|89|587|31|
2843|64|587|30|
2844|65|587|29|
2848|20|586||
2849|112|586||
2850|35|586||
2851|20|588||
2852|112|588||
2853|35|588||
2854|20|592||
2855|112|592||
2856|35|592||
2857|26|773||
2858|79|773||
2859|77|773||
2860|71|773||
2861|33|773||
2862|49|773||
2863|50|773||
2864|52|773||
2865|53|773||
2866|23|774||
2867|23|471||
2868|23|365||
2869|23|367||
2870|98|775||
2871|46|779||
2872|46|778||
2873|46|777||
2874|46|776||
2875|46|775||
2876|98|779||
2877|98|778||
2878|98|777||
2879|98|776||
2882|92|4|5|This product is covered under one or more California Air Resource Board (CARB) Executive Orders. Emission compliance verification to be determined in vehicle application data by CARB Executive Order number.
2883|92|431|5|This product is not legal for street use on an emissions-controlled vehicle. It may be used on dedicated competition or pre-pollution-controlled vehicles only.
2886|92|781|5|This product’s emission eligibility is currently pending and has not yet been classified as CARB nor EPA eligible. The emission eligibility will be communicated once certified. Note:This status is needed due to the request of product information by retailers before Executive Order is issued. This is a placeholder indicating an updated status will be provided while still indicating that the product does require emissions compliance.
2887|32|782||An instruction manual on how a brand should be properly and consistently communicated.
2888|92|780|5|This product does not require an Executive Order in California. By nature of its design this product does not require an emissions certification.
2889|92|433|5|This product has met EPA’s reasonable basis requirements for one or more vehicle applications. Emission compliance verification to be determined in vehicle application data.
2890|53|783||
2891|31|784||
2892|3|784||
2893|10|784||
2894|28|784||
2895|63|784||
2896|67|784||
2897|68|784||
2898|75|784||
2899|80|784||
2900|113|784||
2901|38|784||
2902|108|784||
2903|32|785||
2904|97|785||
2905|42|789||
2906|42|788||
2907|42|787||
2908|42|786||
2910|24|791||
2911|40|792||A text title for a digital asset used to display on a webpage/catalog.
2912|106|792||A text title for a digital asset used to display on a webpage/catalog.
2913|60|795||A description used to communicate alternative names of a product that are used for search engine optimization (SEO).  Each key search word should be sent individually for the code. To provide multiple key words, loop the element/code.
2914|60|794||A description used to communicate key search words that are used for search engine optimization (SEO). These descriptions may also include slang/alias descriptions. Each key search word should be sent individually for the code. To provide multiple key words, loop the element/code.
2915|60|793||A description used to communicate a basic fitment summary/buyers guide for the product, such as but not limited to Year Range, Make, Model. (Ex. 2000-2005 Ford F-150). This information should not include detailed fitment information, as this information should only be communicated through the ACES Data Standard. Each application should be sent individually for the code. To provide multiple applications, loop the element/code. You can also provide a display sequence if needed. Data receivers can concatenate records for display purposes.
2916|103|789||
2917|103|788||
2918|103|787||
2919|103|786||
