"BrandID"|"BrandName"|"BrandOEMFlag"|"ParentID"|"ParentCompany"|"SubBrandID"|"SubBrand"|"Revision Date"
"BBJX"|"Catco"|"False"|"BDGS"|"AP Emissions Technologies"|"LFJL"|"OBD-II Standard Duty"|"Aug 01, 2025"
"BBJX"|"Catco"|"False"|"BDGS"|"AP Emissions Technologies"|"LFJM"|"OBD-II By Design Enhanced"|"Aug 01, 2025"
"BBJX"|"Catco"|"False"|"BDGS"|"AP Emissions Technologies"|"LFJN"|"Pre-OBD-II Super Duty"|"Aug 01, 2025"
"BBJX"|"Catco"|"False"|"BDGS"|"AP Emissions Technologies"|"LFJP"|"OBD-II Select Plus"|"Aug 01, 2025"
"BBJX"|"Catco"|"False"|"BDGS"|"AP Emissions Technologies"|"LFJQ"|"OBD-II By Design"|"Aug 01, 2025"
"BBJZ"|"Center Line"|"False"|"BDPM"|"Center Line Wheel Corp"|""|""|"Aug 21, 2018"
"BBKH"|"Champion Spark Plug"|"False"|"BGLB"|"DRiV Incorporated"|"DWNL"|"Champion Iridium"|"Apr 29, 2022"
"BBKH"|"Champion Spark Plug"|"False"|"BGLB"|"DRiV Incorporated"|"DWNM"|"Copper Plus"|"Apr 29, 2022"
"BBKH"|"Champion Spark Plug"|"False"|"BGLB"|"DRiV Incorporated"|"DWNN"|"Platinum Power"|"Apr 29, 2022"
"BBKH"|"Champion Spark Plug"|"False"|"BGLB"|"DRiV Incorporated"|"DWNP"|"Double Platinum Power"|"Apr 29, 2022"
"BBKH"|"Champion Spark Plug"|"False"|"BGLB"|"DRiV Incorporated"|"DWNQ"|"Copper Plus Small Engine"|"Apr 29, 2022"
"BBKH"|"Champion Spark Plug"|"False"|"BGLB"|"DRiV Incorporated"|"DWNR"|"Premium Small Engine"|"Apr 29, 2022"
"BBKH"|"Champion Spark Plug"|"False"|"BGLB"|"DRiV Incorporated"|"DWNS"|"PowerSport"|"Apr 29, 2022"
"BBKH"|"Champion Spark Plug"|"False"|"BGLB"|"DRiV Incorporated"|"DWNT"|"Champion Industrial"|"Apr 29, 2022"
"BBKH"|"Champion Spark Plug"|"False"|"BGLB"|"DRiV Incorporated"|"JPHD"|"Niquel"|"Feb 26, 2024"
"BBKH"|"Champion Spark Plug"|"False"|"BGLB"|"DRiV Incorporated"|"JPHF"|"EON Power"|"Apr 29, 2022"
"BBKH"|"Champion Spark Plug"|"False"|"BGLB"|"DRiV Incorporated"|"KJKL"|"Champion OE"|"Aug 04, 2023"
"BBKJ"|"Powerpath"|"False"|"BGLB"|"DRiV Incorporated"|""|""|"Apr 29, 2022"
"BBKK"|"ChannelLock"|"False"|"BDPR"|"Channellock Inc"|""|""|"Aug 17, 2018"
"BBKL"|"Charlie Brown"|"False"|"BDPT"|"Charlie Brown Catalytic Converters"|""|""|"Jul 12, 2007"
"BBKM"|"Charter"|"False"|"BDPV"|"Charter V-Belts"|""|""|"Jul 12, 2007"
"BBKN"|"Chem Free"|"False"|"BDPW"|"Chem Free Corporation"|""|""|"May 25, 2021"
"BBKP"|"Chilton"|"False"|"BDQB"|"Cengage Group"|""|""|"Oct 25, 2023"
"BBKQ"|"Christie"|"False"|"BDQC"|"Christie Automotive Products"|""|""|"May 25, 2021"
"BBKR"|"Mopar"|"False"|"HPZN"|"Stellantis"|"FKQS"|"Magneti Marelli offered by Mopar"|"Feb 22, 2024"
"BBKS"|"Clevite77"|"False"|"BHGJ"|"MAHLE"|""|""|"Apr 19, 2022"
"BBKT"|"McCord"|"False"|"BGLB"|"DRiV Incorporated"|""|""|"Apr 29, 2022"
"BBKW"|"Cloverland"|"False"|"BDQG"|"Cloverland Engines"|""|""|"Jul 12, 2007"
"BBKX"|"Cloyes"|"False"|"BDQH"|"Cloyes Gear & Products Inc"|""|""|"Apr 27, 2022"
"BBKZ"|"Cofap"|"False"|"BDQJ"|"Cofap Of America"|""|""|"Jul 12, 2007"
"BBLB"|"Coker"|"False"|"BDQK"|"Coker Tire"|""|""|"May 25, 2021"
"BBLC"|"Coleman Cable"|"False"|"GFVT"|"Southwire Company LLC"|""|""|"Nov 16, 2021"
"BBLD"|"Columbia - Archived"|"False"|"HYYW"|"Archived Brands"|""|""|"Jan 30, 2024"
"BBLG"|"Component Parts"|"False"|"BDQT"|"Component Parts Company Inc - CPC"|""|""|"Jul 12, 2007"
"BBLH"|"Coni-Seal"|"False"|"BDQV"|"Coni-Seal Inc"|""|""|"May 25, 2021"
"BBLJ"|"Cooper"|"False"|"CQXS"|"Eaton Corporation"|""|""|"Nov 15, 2021"
"BBLL"|"Weller"|"False"|"GNGC"|"Apex Tool Group LLC"|"GSBC"|"Xcelite"|"Feb 19, 2024"
